材料序号,材料名称,品牌,关键属性,,,,,
SFYYGDX0293,索菲亚高端后墙轨道,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0294,索菲亚高端层板托夹,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0295,索菲亚高端无缝连接件,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0296,索菲亚高端门吸,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0297,索菲亚高端推拉门缓冲器,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0298,索菲亚高端柜体顶底板、侧板连接五金,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0299,索菲亚高端进口丝布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0300,"索菲亚高端玄关柜，衣柜，衣帽间,储物柜，过道柜运输费",索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYYGDX0301,索菲亚高端吊轨门，隔断门运输费,索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYYGDX0302,"索菲亚高端镜柜，吊柜,浴柜，地柜运输费",索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYYGDX0303,"索菲亚高端玄关柜，衣柜，衣帽间,储物柜，过道柜安装费",索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYYGDX0304,索菲亚高端吊轨门，隔断门安装费,索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
SFYYGDX0305,索菲亚高端吊轨门，隔断门安装费,索菲亚,档次#高端|品牌#索菲亚|产品类型#安装运输,,,,,
GYDX0001,高仪鲍艾德单孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0002,高仪鲍艾德三孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0003,高仪鲍艾德墙出单把手面盆龙头,高仪,品牌#高仪安装方式#墙出|分类#面盆龙头,,,,,
GYDX0004,高仪鲍艾德淋浴/浴缸龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0005,高仪鲍艾德暗置式浴缸/淋浴面板,高仪,品牌#高仪安装方式#暗装|分类#淋浴/浴缸龙头,,,,,
GYDX0006,高仪高特朗800恒温明装浴缸龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0007,高仪鲍艾德三孔缸边龙头,高仪,品牌#高仪安装方式#台出|分类#浴缸龙头,,,,,
GYDX0008,高仪鲍艾德墙出浴缸龙头,高仪,品牌#高仪安装方式#墙出|分类#淋浴/浴缸龙头,,,,,
GYDX0009,高仪欧瑞科都市型单孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0010,高仪欧瑞科三孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0011,高仪欧瑞科单把手墙出水面盆龙头,高仪,品牌#高仪安装方式#墙出|分类#面盆龙头,,,,,
GYDX0012,高仪欧瑞科淋浴/浴缸龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0013,高仪欧瑞科暗置浴缸淋浴龙头面板,高仪,品牌#高仪安装方式#暗装|分类#淋浴/浴缸龙头,,,,,
GYDX0014,高仪高特朗1000新明装恒温浴缸淋浴龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0015,高仪鲍艾德四孔缸边龙头,高仪,品牌#高仪安装方式#台出|分类#浴缸龙头,,,,,
GYDX0016,高仪欧瑞科墙出浴缸龙头,高仪,品牌#高仪安装方式#墙出|分类#淋浴/浴缸龙头,,,,,
GYDX0017,高仪新欧适单把手落地浴缸龙头,高仪,品牌#高仪安装方式#独立|分类#独立浴缸龙头,,,,,
GYDX0018,高仪欧瑞方单孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0019,高仪欧瑞方三孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0020,高仪欧瑞方单把手墙出面盆龙头,高仪,品牌#高仪安装方式#墙出|分类#面盆龙头,,,,,
GYDX0021,高仪欧瑞方单把手浴缸/淋浴龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0022,高仪欧瑞方单把手暗装浴缸龙头面板,高仪,品牌#高仪安装方式#暗装|分类#淋浴/浴缸龙头,,,,,
GYDX0023,高仪新高特朗2000明装恒温淋浴/浴缸龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0024,高仪欧瑞方单把手三孔缸边龙头,高仪,品牌#高仪安装方式#台出|分类#浴缸龙头,,,,,
GYDX0025,高仪欧瑞方墙出浴缸龙头,高仪,品牌#高仪安装方式#墙出|分类#淋浴/浴缸龙头,,,,,
GYDX0026,高仪雅律单孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0027,高仪雅律三孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0028,高仪雅律单把手墙出水面盆龙头,高仪,品牌#高仪安装方式#墙出|分类#面盆龙头,,,,,
GYDX0029,高仪雅律双把手墙出水面盆龙头,高仪,品牌#高仪安装方式#墙出|分类#面盆龙头,,,,,
GYDX0030,高仪雅律单把手明装浴缸/淋浴龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0031,高仪雅律暗置浴缸/淋浴混合龙头面板,高仪,品牌#高仪安装方式#暗装|分类#淋浴/浴缸龙头,,,,,
GYDX0032,高仪高特朗3000C浴缸龙头,高仪,品牌#高仪安装方式#明装|分类#淋浴/浴缸龙头,,,,,
GYDX0033,高仪雅律三孔缸边龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0034,高仪雅律墙出浴缸龙头,高仪,品牌#高仪安装方式#墙出|分类#淋浴/浴缸龙头,,,,,
GYDX0035,高仪雅律单把手落地浴缸龙头,高仪,品牌#高仪安装方式#独立|分类#独立浴缸龙头,,,,,
GYDX0036,高仪新天瀑经典型二式手持花洒组合,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0037,高仪新天瀑都市型二式手持花洒组合,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0038,高仪新天瀑都市型花洒组合,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0039,高仪奥菲莉亚单式花洒套件,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0040,高仪新天瀑都市型淋浴系统,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0041,高仪奥菲莉亚明装淋浴系统,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0042,高仪瑞雨头顶花洒,高仪,品牌#高仪安装方式#暗藏|分类#花洒,,,,,
GYDX0043,"高仪瑞雨F头顶花洒10""",高仪,品牌#高仪安装方式#暗藏|分类#花洒,,,,,
GYDX0044,高仪瑞舒嵌墙式出水接口,高仪,品牌#高仪安装方式#明装|分类#淋浴龙头,,,,,
GYDX0045,高仪瑞雨嵌墙出水接口（方）,高仪,品牌#高仪安装方式#明装|分类#淋浴龙头,,,,,
GYDX0046,高仪瑞雨头顶花洒套件,高仪,品牌#高仪安装方式#暗藏|分类#花洒,,,,,
GYDX0047,高仪29124000+35600000+葡萄牙高端卫浴五金,高仪,型号#29124000+35600000+|产品描述#铜镀铬、暗藏、智能控制暗藏+头顶淋浴，恒温|产地#葡萄牙,,,,,
GYDX0048,高仪奥菲利亚260mm恒温淋浴系统,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0049,高仪瑞雨智能控制恒温淋浴系统,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0050,高仪新莱尼三孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0051,"高仪高特朗纯方恒温淋浴龙头面板
",高仪,品牌#高仪安装方式#暗藏|分类#淋浴龙头,,,,,
GYDX0052,"高仪高特朗纯方恒温淋浴/浴缸龙头面板
",高仪,品牌#高仪安装方式#暗藏|分类#浴缸/淋浴龙头,,,,,
GYDX0053,高仪新莱尼单孔面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0054,高仪新莱尼四孔浴缸龙头,高仪,品牌#高仪安装方式#台出|分类#浴缸龙头,,,,,
GYDX0055,高仪保颂手持花洒,高仪,品牌#高仪安装方式#明装|分类#花洒,,,,,
GYDX0056,高仪感应面盆龙头,高仪,品牌#高仪安装方式#台出|分类#面盆龙头,,,,,
GYDX0057,高仪斯科特尿斗感应面板,高仪,品牌#高仪安装方式#墙出|分类#小便感应器,,,,,
GYDX0058,高仪挂厕水箱面板,高仪,品牌#高仪安装方式#配挂厕|分类#水箱面板,,,,,
GYDX0059,高仪蹲厕水箱面板,高仪,品牌#高仪安装方式#配蹲厕|分类#水箱面板,,,,,
GYDX0060,高仪瑞雨F天花头顶花洒20,高仪,品牌#高仪安装方式#头顶花洒|分类#面盆龙头,,,,,
GYDX0061,高仪29124000+35600000+葡萄牙高端卫浴五金,高仪,型号#29124000+35600000+|产品描述#铜镀铬、暗藏、智能控制暗藏+头顶淋浴，恒温|产地#葡萄牙,,,,,
HSGY0001,"汉斯格雅台出面盆龙头福柯斯福柯斯E2面盆龙头100,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0002,"汉斯格雅台出面盆龙头福柯斯福柯斯E2面盆龙头190,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0003,"汉斯格雅台出面盆龙头洛捷丝E3孔面盆龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0004,"汉斯格雅墙出面盆龙头洛捷丝暗装单把手龙头带195mm出水嘴,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#墙出|分类#面盆龙头,,,,,
HSGY0005,"汉斯格雅明装淋浴龙头福柯斯明装单把手淋浴龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0006,"汉斯格雅明装淋浴龙头福柯斯明装单把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0007,"汉斯格雅暗装淋浴龙头福柯斯暗装单把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0008,"汉斯格雅台出浴缸龙头洛捷丝4孔翻边安装双把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#浴缸龙头,,,,,
HSGY0009,"汉斯格雅台出面盆龙头达丽丝E?单把手面盆龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0010,"汉斯格雅台出面盆龙头达丽丝E单把手面盆龙头240,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0011,"汉斯格雅台出面盆龙头达丽丝S3孔面盆龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0012,"汉斯格雅墙出面盆龙头达丽丝E暗装单把手龙头带165mm出水嘴,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#墙出|分类#面盆龙头,,,,,
HSGY0013,"汉斯格雅明装淋浴龙头达丽丝E?单把手淋浴龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0014,"汉斯格雅明装淋浴龙头达丽丝E?单把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0015,"汉斯格雅台出浴缸龙头达丽丝4孔浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#浴缸龙头,,,,,
HSGY0016,"汉斯格雅台出面盆龙头梦迪诗S工程款面盆龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0017,"汉斯格雅台出面盆龙头梦迪诗单把手面盆龙头260,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0018,"汉斯格雅台出面盆龙头达丽丝E3孔面盆龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#面盆龙头,,,,,
HSGY0019,"汉斯格雅墙出面盆龙头梦迪诗暗装单把手龙头带225mm出水嘴,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#墙出|分类#面盆龙头,,,,,
HSGY0020,"汉斯格雅明装淋浴龙头梦迪诗S工程款明装浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0021,"汉斯格雅暗装淋浴龙头梦迪诗S工程款暗装浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0022,"汉斯格雅明装淋浴龙头易斯达E暗装双功能恒温龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0023,"汉斯格雅台出浴缸龙头达丽丝E4孔翻边安装浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类#浴缸龙头,,,,,
HSGY0024,汉斯格雅独立浴缸龙头梦迪诗落地式单把手浴缸龙头,汉斯格雅,品牌#汉斯格雅|安装方式#独立|分类#浴缸龙头,,,,,
HSGY0025,"汉斯格雅台出 面盆龙头普丽唯单把手面盆龙头110,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类# 面盆龙头,,,,,
HSGY0026,"汉斯格雅台出 面盆龙头普丽唯单把手碗盆龙头240,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类# 面盆龙头,,,,,
HSGY0027,"汉斯格雅台出 面盆龙头普丽唯3孔面盆龙头100,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台出|分类# 面盆龙头,,,,,
HSGY0028,"汉斯格雅墙出 面盆龙头普丽唯暗装2孔龙头带225mm出水嘴,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#墙出|分类# 面盆龙头,,,,,
HSGY0029,"汉斯格雅明装淋浴龙头普丽唯明装单把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0030,"汉斯格雅暗装淋浴龙头普丽唯暗装单把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0031,"汉斯格雅暗装淋浴龙头普丽唯暗装恒温龙头带开关/分水器,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0032,"汉斯格雅台式浴缸龙头普丽唯4孔翻边安装浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#台式|分类#浴缸龙头,,,,,
HSGY0033,"汉斯格雅独立浴缸龙头普丽唯落地式单把手浴缸龙头,镀铬",汉斯格雅,品牌#汉斯格雅|安装方式#独立|分类#浴缸龙头,,,,,
HSGY0034,"雅生台出面盆龙头雅生奇特里奥单把手面盆龙头110,镀铬",雅生,品牌#雅生|安装方式#台出|分类#面盆龙头,,,,,
HSGY0035,"雅生台出面盆龙头雅生奇特里奥单把手碗盆龙头270 ,镀铬",雅生,品牌#雅生|安装方式#台出|分类#面盆龙头,,,,,
HSGY0036,"雅生台出面盆龙头雅生奇特里奥3孔十字把手面盆龙头170带出水嘴140mm和装饰盖,镀铬",雅生,品牌#雅生|安装方式#台出|分类#面盆龙头,,,,,
HSGY0037,"雅生墙出面盆龙头雅生奇特里奥暗装2孔面盆龙头带出水嘴225mm和装饰盖,镀铬",雅生,品牌#雅生|安装方式#墙出|分类#面盆龙头,,,,,
HSGY0038,"雅生明装淋浴龙头雅生奇特里奥明装单把手浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0039,"雅生暗装淋浴龙头雅生奇特里奥暗装单把手浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0040,"雅生暗装淋浴龙头雅生奇特里奥暗装恒温龙头带开关/分水器和十字把手,镀铬",雅生,品牌#雅生|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0041,"雅生台出浴缸龙头雅生奇特里奥4孔翻边安装浴缸龙头带一字把手和装饰盖,镀铬",雅生,品牌#雅生|安装方式#台出|分类#浴缸龙头,,,,,
HSGY0042,"雅生独立浴缸龙头雅生奇特里奥落地式单把手浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#独立|分类#浴缸龙头,,,,,
HSGY0043,"雅生台出面盆龙头雅生奥齐拉单把手面盆龙头130,镀铬",雅生,品牌#雅生|安装方式#台出|分类#面盆龙头,,,,,
HSGY0044,"雅生台出面盆龙头雅生奥齐拉单把手碗盆龙头280不带提拉杆 ,镀铬",雅生,品牌#雅生|安装方式#台出|分类#面盆龙头,,,,,
HSGY0045,"雅生台出面盆龙头雅生奥齐拉3孔面盆龙头带装饰盖,镀铬",雅生,品牌#雅生|安装方式#台出|分类#面盆龙头,,,,,
HSGY0046,"雅生墙出面盆龙头雅生奥齐拉暗装单把手面盆龙头,镀铬",雅生,品牌#雅生|安装方式#墙出|分类#面盆龙头,,,,,
HSGY0047,"雅生明装淋浴龙头雅生奥齐拉明装单把手浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#明装|分类#淋浴龙头,,,,,
HSGY0048,"雅生暗装淋浴龙头雅生奥齐拉暗装单把手浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0049,"雅生暗装淋浴龙头雅生奥齐拉暗装恒温龙头带开关/分水器,镀铬",雅生,品牌#雅生|安装方式#暗装|分类#淋浴龙头,,,,,
HSGY0050,"雅生台出浴缸龙头雅生奥齐拉4孔翻边安装浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#台出|分类#浴缸龙头,,,,,
HSGY0051,"雅生独立浴缸龙头雅生奥齐拉落地式恒温浴缸龙头,镀铬",雅生,品牌#雅生|安装方式#独立|分类#浴缸龙头,,,,,
HSGY0052,汉斯格雅暗装阀芯暗装单把手面盆龙头基础套件,汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#阀芯,,,,,
HSGY0053,汉斯格雅暗装阀芯暗装浴缸龙头简易基础套件,汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#阀芯,,,,,
HSGY0054,汉斯格雅暗装阀芯易宝万能阀芯,汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#阀芯,,,,,
HSGY0055,汉斯格雅暗装阀芯4孔翻边浴缸龙头暗装基础套件,汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#阀芯,,,,,
HSGY0056,汉斯格雅暗装阀芯4孔翻边安装浴缸龙头基础套件,汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#阀芯,,,,,
HSGY0057,汉斯格雅暗装阀芯落地式浴缸龙头基础套件 ,汉斯格雅,品牌#汉斯格雅|安装方式#暗装|分类#阀芯,,,,,
HSGY0058,汉斯格雅明装花洒柯洛梅达单速节水型手持花洒组合（包含手持花洒、花洒支架、1.6m软管）,汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#花洒,,,,,
HSGY0059,汉斯格雅明装花洒柯洛玛Select S多功能节水型手持花洒组合（包含手持花洒、花洒支架、1.6m软管）,汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#花洒,,,,,
HSGY0060,汉斯格雅明装花洒柯洛玛Select S多功能节水型手持花洒组合（包含手持花洒、尤尼卡S波诺升降杆0.65m带软管、墙面连接件）,汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#花洒,,,,,
HSGY0061,汉斯格雅明装花洒飞雨Select E120 3速节水型手持花洒组合（包含手持花洒、尤尼卡S波诺升降杆0.65m带软管、墙面连接件）,汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#花洒,,,,,
HSGY0062,汉斯格雅明装花洒飞雨Select E150 3速节水型手持花洒组合（包含手持花洒、尤尼卡S波诺升降杆0.9m带软管、墙面连接件）,汉斯格雅,品牌#汉斯格雅|安装方式#明装|分类#花洒,,,,,
